Company,Current_Ticker,Ticker_At_Start,Activist_Group,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Date_And_Time,Year,Month,Date,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return,Hp_Alpha,One_Year_Alpha,Follower_Alpha,Activist_Tactics
Outerwall Inc,1911688D US Equity,OUTR US,JANA Partners LLC,6: Strategic Review; Sale of Company; Break Up; Return Capital/Buybacks; Cost Cutting; Board Representation,19.49212,1.60E+09,13.5,Start: 2013-10-04. UTC: 2013-10-04T20:01:22.000Z,2013,10,4,Core Activist,2.16E+08,3.957968,-4.43082,14.94272,19.49212,9.88999,-21.2616,4.40074,
Darden Restaurants Inc,DRI US Equity,DRI US,Barington Capital Group LP,5: Break Up; Cost Cutting; Strategic Review; Management Changes; Support 3rd Party Activist,67.65407,6.04E+09,2.8,Start: 2013-10-09. UTC: 2013-10-09T17:58:50.740Z,2013,10,9,Core Activist,1.69E+08,7.108902,11.31738,56.52674,21.96136,35.86332,-7.57167,24.82461,Letter to Company; Call for Meeting
American Apparel Inc,APPCQ US Equity,APP US,Bigger Capital LLC,3: Remove Director/Withhold Votes; Other (Opposes any action by the Board to extend the maturity of the Charney Anti-Dilution Provision); Board Representation,-97.3333,1.32E+08,1.14,Start: 2013-10-10. First Affected: 2013-10-10,2013,10,10,Occasional Activist,1509526,-4.16667,-49.0729,-97.2174,-79.4907,-117.969,-66.5335,-115.258,Threaten Fight; Letter to Company
Hooper Holmes Inc,HPHWQ US Equity,HH US,Cannell Capital LLC,5: Other (Use a cheaper auditor); Strategic Review; Sale of Company; Remove Director/Withhold Votes; Compensation Changes,-82.6414,37028700,14.24,Start: 2013-10-10. UTC: 2013-10-10T17:10:56.000Z,2013,10,10,Core Activist,5272887,3.962264,3.773585,-83.303,-44.7278,-122.456,-13.687,-120.11,Letter to Company
Crumbs Bake Shop Inc,CRMUQ US Equity,CRMB US,Cannell Capital LLC,Discussions only,-88.375,15047700,13.14,Start: 2013-10-15. UTC: 2013-10-15T10:01:47.000Z,2013,10,15,Core Activist,1977268,-0.8,-85.6,-88.2813,-88.375,-104.68,-96.7585,-105.414,
XenoPort Inc,XNPT US Equity,XNPT US,Clinton Group Inc/New York,4: Management Changes; Board Representation; Declassify Board; Other (Focus the Company's efforts on 829),17.57469,2.71E+08,2.5,Start: 2013-10-15. UTC: 2013-10-15T12:14:04.418Z,2013,10,15,Former Core,6783808,5.799648,9.490334,11.12957,12.92958,-8.44592,-1.66815,-15.7871,Letter to Company; Formal Notice for Proxy Fight
GlyEco Inc,GLYE US Equity,GLYE US,Wynnefield Capital Inc,1: Board Representation,-99.9702,44738000,6.9,Start: 2013-10-15. UTC: 2013-10-15T21:07:49.000Z,2013,10,15,Former Core,3086922,0,-53.6364,-99.9702,-66.9257,-268.257,-65.605,-264.569,
EMCORE Corp,EMKR US Equity,EMKR US,Northern Right Capital Management LP,1: Board Representation,48.125,1.42E+08,7.089,Start: 2013-10-15. UTC: 2013-10-15T21:19:16.000Z,2013,10,15,Former Core,10084301,7.291667,17.29167,38.05825,20.07095,22.04907,5.32307,13.71561,Formal Notice for Proxy Fight
Hudson Valley Holding Corp,HVB US Equity,HVB US,Basswood Capital Management LLC,1: Board Representation,51.23674,3.80E+08,9.67,Start: 2013-10-15. UTC: 2013-10-15T21:22:38.000Z,2013,10,15,Secondary Focus,36784380,0.209314,4.562142,50.92085,27.47526,25.4237,-7.40646,26.83749,
Callon Petroleum Co,CPE US Equity,CPE US,Lone Star Value Management LLC,4: Board Representation; Declassify Board; Sale of Company; Strategic Review,74.50683,2.66E+08,5.7,Start: 2013-10-17. UTC: 2013-10-17T21:01:08.000Z,2013,10,17,Former Core,15185957,15.17451,-9.71168,51.51515,74.50683,58.28575,-20.8091,36.05305,Formal Notice for Proxy Fight
ClickSoftware Technologies Ltd,CKSW US Equity,CKSW US,Discovery Group I LLC,Stake Only 13D: No Public Activism,15.38461,2.05E+08,5.6,Start: 2013-10-18. UTC: 2013-10-18T20:51:51.000Z,2013,10,18,Former Core,11482380,10.30769,12.76923,4.60251,15.38461,8.980414,-0.7962,-1.79048,
QEP Resources Inc,QEP US Equity,QEP US,JANA Partners LLC,4: Board Representation; Break Up; Return Capital/Buybacks; Compensation Changes,-29.5795,5.57E+09,7.5,Start: 2013-10-21. UTC: 2013-10-21T21:19:30.000Z,2013,10,21,Core Activist,4.18E+08,5.821808,-23.6789,-33.4537,-29.5795,-38.5167,-36.4163,-41.7695,Letter to Company
Delanco Bancorp Inc,DLNO US Equity,DLNO US,Stilwell Value LLC,Discussions only,91.12426,7888800,9.8,Start: 2013-10-28. UTC: 2013-10-28T21:07:54.000Z,2013,10,28,Core Activist,773102.4,2.95858,-11.8343,85.63219,15.49728,24.86822,-26.6619,20.30842,
ARIAD Pharmaceuticals Inc,ARIA US Equity,ARIA US,Sarissa Capital Management LP,5: Board Representation; Management Changes; Board Representation; Compensation Changes; Remove Poison Pill,532.9815,7.02E+08,6.22,Start: 2013-10-29. UTC: 2013-10-29T20:15:28.000Z,2013,10,29,Core Activist,43636690,4.485488,57.51979,505.8081,74.96316,490.8072,42.61657,462.9483,Formal Notice for Proxy Fight
ValueVision Media Inc,IMBIQ US Equity,EVLV US,Clinton Group Inc/New York (Group: Clinton Group Inc/New York and Cannell Capital LLC),3: Board Control; Compensation Changes; Management Changes,5.535055,2.69E+08,5.8,Start: 2013-10-30. UTC: 2013-10-30T16:43:56.000Z,2013,10,30,Former Core,15590806,-4.98155,2.398524,11.06796,5.535055,4.845186,-12.5047,9.892674,Letter to Company; Formal Notice for Proxy Fight; Call for Meeting
ValueVision Media Inc,IMBIQ US Equity,EVLV US,Cannell Capital LLC (Group: Clinton Group Inc/New York and Cannell Capital LLC),3: Board Control; Compensation Changes; Management Changes,5.535055,2.69E+08,5.8,Start: 2013-10-30. UTC: 2013-10-30T16:43:56.000Z,2013,10,30,Core Activist,15590806,-4.98155,2.398524,11.06796,5.535055,4.845186,-12.5047,9.892674,Letter to Company; Formal Notice for Proxy Fight; Call for Meeting
Fidelity National Financial Inc,1023761D US Equity,FNF US,Corvex Management LP,2: Return Capital/Buybacks; Strategic Review,20.76152,6.89E+09,7,Start: 2013-10-31. UTC: 2013-10-31T10:01:42.000Z,2013,10,31,Core Activist,4.83E+08,1.040919,19.62949,19.51744,20.76152,7.96765,6.8726,6.29772,
Platform Specialty Products Corp,ESI US Equity,PAH US,Pershing Square Capital Management LP,Stake Only 13D: 1 Board Seat Granted,-1.18144,1.05E+09,26.1,Start: 2013-10-31. UTC: 2013-10-31T20:45:52.623Z,2013,10,31,Core Activist,2.74E+08,0,117.6371,-1.18144,-0.22615,-73.3011,100.488,-75.5623,
Volcano Corp,VOLC US Equity,VOLC US,Engaged Capital LLC,6: Return Capital/Buybacks; Strategic Review; Sale of Company; Management Changes; Board Representation; Compensation Changes,-5.64644,1.03E+09,5.1,Start: 2013-11-04. UTC: 2013-11-04T13:57:12.000Z,2013,11,4,Core Activist,52758113,7.07124,-47.3879,-11.8778,-5.04262,-26.0178,-63.9583,-31.8197,Letter to Company
CONMED Corp,CNMD US Equity,CNMD US,Voce Capital Management LLC,3: Sale of Company; Board Representation; Strategic Review,11.42739,1.00E+09,0.3,Start: 2013-11-04. UTC: 2013-11-04T14:15:00.252Z,2013,11,4,Core Activist,3003872,3.557639,18.25808,7.599388,11.42739,-4.07813,1.68764,-7.49405,Letter to Company; Formal Notice for Proxy Fight
Men's Wearhouse Inc/The,TLRDQ US Equity,MW US,Eminence Capital LP,3: Strategic Review; Sale of Company; Board Control,-65.794,2.03E+09,9.8,Start: 2013-11-07. UTC: 2013-11-07T20:12:57.000Z,2013,11,7,Secondary Focus,1.99E+08,7.070469,8.406705,-68.0529,-26.4428,-111.539,-8.74236,-115.712,Activist Lawsuit; Letter to Company; Formal Notice for Proxy Fight
Riverbed Technology Inc,RVBD US Equity,RVBD US,Elliott Investment Management LP,4: Strategic Review; Acquire Company; Board Representation; Sale of Company,38.91463,2.45E+09,10.4,Start: 2013-11-08. UTC: 2013-11-08T13:34:16.000Z,2013,11,8,Core Activist,2.54E+08,16.08207,24.35473,19.66933,25.29623,14.09721,5.66664,-3.49248,Letter to Company
Allison Transmission Holdings Inc,ALSN US Equity,ALSN US,ValueAct Capital Management LLC,Stake Only 13D: 1 Board Seat Granted,60.64015,4.53E+09,9.9,Start: 2013-11-13. UTC: 2013-11-13T13:10:02.000Z,2013,11,13,Core Activist,4.48E+08,1.933924,36.67426,57.59243,15.76239,21.86111,18.89654,19.96812,
Freddie MAC,FMCC US Equity,FMCC US,Pershing Square Capital Management LP,4: Compensation Changes; Break Up; Other (Add Independent Directors); Other (Increase Capital Requirement),-24.8276,9.38E+09,9.77,Start: 2013-11-15. UTC: 2013-11-15T13:49:52.000Z,2013,11,15,Core Activist,9.16E+08,6.206897,-28.6207,-29.2208,-4.2613,-124.118,-44.8762,-127.672,Activist Lawsuit
Fannie MAE,FNMA US Equity,FNMA US,Pershing Square Capital Management LP,3: Compensation Changes; Break Up; Other (Increase Capital Requirement),1.960784,1.76E+10,9.98,Start: 2013-11-15. UTC: 2013-11-15T13:53:48.000Z,2013,11,15,Core Activist,1.76E+09,7.843137,-29.4118,-5.45455,0.317338,-102.454,-45.6672,-109.008,Activist Lawsuit
Hologic Inc,HOLX US Equity,HOLX US,Icahn Enterprises LP,1: Board Representation,61.57989,6.03E+09,12.63,Start: 2013-11-21. UTC: 2013-11-21T12:55:38.000Z,2013,11,21,Core Activist,7.61E+08,1.90754,18.98564,58.55539,22.18749,38.69419,0.74588,36.66815,
Aeropostale Inc,AROPQ US Equity,ARO US,Crescendo Partners LP,3: Sale of Company; Strategic Review; Board Representation,-70.5179,7.88E+08,,Start: 2013-11-21. UTC: 2013-11-21T13:00:00.809Z,2013,11,21,Secondary Focus,,5.577689,-67.9283,-72.0755,-65.4044,-85.0094,-86.168,-85.6367,Letter to Company; Formal Notice for Proxy Fight
Alliance Bancorp Inc of Pennsylvania,ALLB US Equity,ALLB US,Clover Partners LP,Stake Only 13D: No Public Activism,45.4563,72913300,6.9,Start: 2013-11-22. UTC: 2013-11-22T19:58:29.000Z,2013,11,22,Secondary Focus,5031018,1.45933,22.64606,43.36414,28.88406,23.64644,5.36701,22.17241,
Aviat Networks Inc,AVNW US Equity,AVNW US,Privet Fund Management LLC,Stake Only 13D: No Public Activism,-32.2222,1.40E+08,5,Start: 2013-11-26. UTC: 2013-11-26T11:01:13.000Z,2013,11,26,Former Core,7019190,7.111111,-38.2222,-36.722,-32.2222,-36.5046,-55.6205,-40.9778,
COMVERSE INC,MESG US Equity,CNSI US,Northern Right Capital Management LP,Discussions only,-26.6001,7.58E+08,6.1,Start: 2013-12-02. UTC: 2013-12-02T22:21:48.000Z,2013,12,2,Former Core,46212600,4.961832,-43.7757,-30.0699,-10.7756,-54.9947,-61.3596,-58.8686,
Abercrombie & Fitch Co,ANF US Equity,ANF US,Engaged Capital LLC,4: Management Changes; Sale of Company; Strategic Review; Board Representation,22.88258,2.60E+09,0.5,Start: 2013-12-03. UTC: 2013-12-03T13:00:00.765Z,2013,12,3,Core Activist,12994417,5.790711,-13.4618,16.1563,22.88258,,,,Letter to Company; Formal Notice for Proxy Fight
Meru Networks Inc,MERU US Equity,MERU US,Potomac Capital Management Inc and Viex Capital Advisors LLC,Stake Only 13D: 2 Board Seats Granted,-18.4358,81097700,5.2,Start: 2013-12-04. UTC: 2013-12-04T14:01:39.000Z,2013,12,4,Former Core,4217080,-2.23464,6.145251,-16.5714,-17.007,-33.8413,-11.6742,-32.0977,
Bravo Brio Restaurant Group Inc,BBRG US Equity,BBRG US,Discovery Group I LLC,Stake Only 13D: No Public Activism,-10.1558,3.12E+08,5.2,Start: 2013-12-05. UTC: 2013-12-05T21:22:48.000Z,2013,12,5,Former Core,16246532,2.11838,-18.0685,-12.0195,-10.1558,-24.0197,-36.7193,-24.6078,
Intevac Inc,IVAC US Equity,IVAC US,Northern Right Capital Management LP,Stake Only 13D: 1 Board Seat Granted,-35.9173,1.86E+08,4.5,Start: 2013-12-10. UTC: 2013-12-10T21:05:00.255Z,2013,12,10,Former Core,8361293,-3.22997,-5.03876,-33.7784,-20.6556,-52.668,-20.3061,-51.8526,
CONMED Corp,CNMD US Equity,CNMD US,Camber Capital Management LP,Stake Only 13D: No Public Activism,21.46269,1.09E+09,5.02,Start: 2013-12-16. UTC: 2013-12-16T19:55:05.000Z,2013,12,16,Secondary Focus,54575979,3.759207,9.289258,17.06209,18.40905,3.50198,-4.11381,-0.1563,
Lifetime Brands Inc,LCUT US Equity,LCUT US,Mill Road Capital Management LLC,1: Acquire Company,-51.528,1.94E+08,5,Start: 2013-12-16. UTC: 2013-12-16T21:25:58.000Z,2013,12,16,Secondary Focus,9699650,1.641497,3.863479,-52.3108,-7.17929,-254.894,-11.1229,-256.618,Letter to Company; Unsolicited Bid
Williams Cos Inc/The,WMB US Equity,WMB US,Corvex Management LP and Soroban Capital Partners LP,2: Board Representation; Management Changes,-13.8636,2.41E+10,8.82,Start: 2013-12-16. UTC: 2013-12-16T22:17:43.000Z,2013,12,16,Core Activist,2.13E+09,4.273988,28.6922,-17.3942,-5.51619,-41.7711,13.70585,-45.6985,Letter to Company
Miller Energy Resources Inc,MILLQ US Equity,MILL US,Concerned Miller Shareholders (Lone Star Value Management LLC and Bristol Capital Advisors LLC),2: Board Control; Compensation Changes,-31.6279,3.83E+08,4.7,Start: 2013-12-17. UTC: 2013-12-17T13:57:19.684Z,2013,12,17,Former Core,17996916,-4.53488,-84.3023,-28.38,-31.6279,-37.0306,-99.2887,-34.1097,Formal Notice for Proxy Fight
Violin Memory Inc,VMEMQ US Equity,VMEM US,Clinton Group Inc/New York and Imation Enterprises Corp,3: Sale of Company; Board Representation; Strategic Review,-99.9205,2.89E+08,,Start: 2013-12-19. UTC: 2013-12-19T16:48:42.665Z,2013,12,19,Former Core,,14.28571,36.85714,-99.9305,-88.2218,-139.425,20.13089,-139.496,Letter to Company; Formal Notice for Proxy Fight
Hubbell Inc,HUBB US Equity,HUB/A US,Ancora Advisors LLC,1: Other (Remove dual class structure),23.34286,5.50E+09,1.83,Start: 2013-12-19. UTC: 2013-12-19T19:47:19.000Z,2013,12,19,Core Activist,1.01E+08,1.058501,3.494247,22.05095,6.866984,-14.6022,,-15.955,Letter to Company
Hologic Inc,HOLX US Equity,HOLX US,Relational Investors LLC,1: Break Up,9.79255,6.12E+09,7.3,Start: 2013-12-20. UTC: 2013-12-20T22:23:44.000Z,2013,12,20,Former Core,4.47E+08,0.557662,19.51818,9.183674,9.79255,-0.17121,2.63177,-0.18185,
Darden Restaurants Inc,DRI US Equity,DRI US,Starboard Value LP,4: Break Up; Strategic Review; Oppose Other Transaction (Oppose Break Up); Board Control,57.91776,6.67E+09,5.6,Start: 2013-12-22. UTC: 2013-12-23T00:48:15.700Z,2013,12,22,Core Activist,3.74E+08,6.380897,19.74792,48.4456,20.78809,37.80268,2.86151,28.98399,Activist Lawsuit; Letter to Company; Formal Notice for Proxy Fight; Threaten Fight; Call for Meeting
Old Point Financial Corp,OPOF US Equity,OPOF US,PL Capital Advisors LLC,1: Board Representation,68.81025,63624100,5.4,Start: 2014-01-03. UTC: 2014-01-03T21:26:22.000Z,2014,1,3,Secondary Focus,3435701,4.442712,19.34174,61.62952,5.566528,-126.87,7.74619,-134.791,Formal Notice for Proxy Fight
Jos A Bank Clothiers Inc,JOSB US Equity,JOSB US,Eminence Capital LP,4: Board Representation; Sale of Company; Strategic Review; Oppose Acquisition,19.42658,1.52E+09,4.9,Start: 2014-01-06. UTC: 2014-01-06T16:53:23.729Z,2014,1,6,Secondary Focus,74619572,4.521228,19.42658,14.26059,19.42658,11.5558,11.5558,6.119891,Activist Lawsuit; Letter to Company; Formal Notice for Proxy Fight
Rentech Inc,RTKHQ US Equity,RTK US,Concerned Rentech Shareholders (Engaged Capital LLC and Lone Star Value Management LLC),4: Board Representation; Cost Cutting; Break Up; Compensation Changes,-40.8602,4.22E+08,4.6,Start: 2014-01-13. UTC: 2014-01-13T13:30:00.491Z,2014,1,13,Core Activist,19406549,7.526882,-32.7957,-45,-34.5684,-57.8972,-44.8694,-63.5145,Letter to Company; Formal Notice for Proxy Fight; Call for Meeting
Juniper Networks Inc,JNPR US Equity,JNPR US,Elliott Investment Management LP,4: Cost Cutting; Return Capital/Buybacks; Strategic Review; Break Up,19.07683,1.19E+10,6.2,Start: 2014-01-13. UTC: 2014-01-13T13:59:00.159Z,2014,1,13,Core Activist,7.37E+08,7.561597,-4.00104,10.70571,12.03018,1.88855,-16.0747,-7.96201,
SWS Group Inc,SWS US Equity,SWS US,Lone Star Value Management LLC,4: Oppose Merger (Target); Board Control; Strategic Review; Sale of Company,-5.21262,2.41E+08,5.5,Start: 2014-01-13. UTC: 2014-01-13T14:00:05.046Z,2014,1,13,Former Core,13237142,3.155007,-5.21262,-8.1117,-5.21262,-19.1999,-17.2863,-23.538,Letter to Company; Formal Notice for Proxy Fight
Vitacost.com Inc,VITC US Equity,VITC US,Osmium Partners LLC,1: Board Representation,47.41697,1.82E+08,8.2,Start: 2014-01-14. UTC: 2014-01-14T13:44:50.000Z,2014,1,14,Secondary Focus,14952807,7.195572,47.41697,37.52151,47.41697,38.63507,38.63507,29.90436,Formal Notice for Proxy Fight
Dow Chemical Co/The,1697067D US Equity,DOW US,Third Point LLC,5: Strategic Review; Return Capital/Buybacks; Break Up; Board Representation; Management Changes,26.57123,5.22E+10,2.5,Start: 2014-01-21. UTC: 2014-01-21T13:59:09.142Z,2014,1,21,Core Activist,1.31E+09,6.640353,7.11873,18.6898,10.74108,9.70732,-5.68704,,Threaten Fight
Stewart Information Services Corp,STC US Equity,STC US,Engine Capital Management LLC (Group: Foundation Asset Management LLC and Engine Capital Management LLC),5: Board Representation; Sale of Company; Support 3rd Party Activist; Strategic Review; Management Changes,5.419162,7.51E+08,8,Start: 2014-01-21. UTC: 2014-01-21T14:56:02.000Z,2014,1,21,Core Activist,57309160,2.874252,6.766635,2.473807,5.419162,5.22677,-6.03914,2.560538,Letter to Company; Formal Notice for Proxy Fight; Call for Meeting
Stewart Information Services Corp,STC US Equity,STC US,Foundation Asset Management LLC (Group: Foundation Asset Management LLC and Engine Capital Management LLC),5: Board Representation; Sale of Company; Support 3rd Party Activist; Strategic Review; Management Changes,39.81231,7.51E+08,8,Start: 2014-01-21. UTC: 2014-01-21T14:56:02.000Z,2014,1,21,Occasional Activist,57309160,2.874252,6.766635,35.90603,12.31822,9.15433,-6.03914,5.61205,Letter to Company; Formal Notice for Proxy Fight; Call for Meeting
Hudson Global Inc,HSON US Equity,HSON US,"Lone Star Value Management LLC and Bradley L Radoff ""Brad""",1: Board Representation,-47.5201,1.28E+08,6.8,Start: 2014-01-21. UTC: 2014-01-21T21:40:40.000Z,2014,1,21,Former Core,8687666,7.832898,-29.2428,-51.3322,-14.2479,-100.257,-43.4531,-103.962,Formal Notice for Proxy Fight
eBay Inc,EBAY US Equity,EBAY US,Icahn Enterprises LP,3: Board Representation; Break Up; Strategic Review,24.96411,7.01E+10,0.82,Start: 2014-01-22. UTC: 2014-01-22T21:15:03.050Z,2014,1,22,Core Activist,5.75E+08,0.480148,5.530932,24.36696,13.05324,9.30967,-8.67935,8.79342,Formal Notice for Proxy Fight
Pantry Inc/The,PTRY US Equity,PTRY US,Concerned Pantry Shareholders (JCP Investment Management LLC and Lone Star Value Management LLC),1: Board Representation,127.4923,3.80E+08,1.9,Start: 2014-01-23. UTC: 2014-01-23T14:00:10.571Z,2014,1,23,Core Activist,7221271,0,127.7399,127.4923,105.3302,111.9413,114.2363,110.9058,Formal Notice for Proxy Fight
Signet Jewelers Ltd,SIG US Equity,SIG US,Corvex Management LP,2: Return Capital/Buybacks; Strategic Review,29.21911,5.97E+09,7.8,Start: 2014-01-24. UTC: 2014-01-24T22:04:11.000Z,2014,1,24,Core Activist,4.66E+08,6.109843,69.46296,21.77863,9.375917,-2.1019,53.77019,-10.1814,
Trade Street Residential Inc,TSRE US Equity,TSRE US,Monarch Alternative Capital LP,1: Board Representation,-0.03131,2.67E+08,23.25,Start: 2014-01-24. UTC: 2014-01-24T22:28:07.000Z,2014,1,24,Occasional Activist,62033395,7.493188,10.65183,-6.99997,-0.01914,,-5.04094,-22.8976,
Standard Register Co/The,SRCTQ US Equity,SR US,Raging Capital Management LLC,1: Board Representation,-86.6667,67130500,8.3,Start: 2014-01-29. UTC: 2014-01-29T21:59:53.000Z,2014,1,29,Former Core,4995338,0.272109,-78.6395,-86.7029,-85.9307,-104.502,-93.3973,-103.218,
Farmers National Banc Corp,FMNB US Equity,FMNB US,Ancora Advisors LLC,1: Board Representation,27.08559,1.35E+08,5.73,Start: 2014-01-31. UTC: 2014-01-31T20:29:17.000Z,2014,1,31,Core Activist,7746221,-0.41667,6.215987,27.61733,10.45269,5.59907,-7.25666,,
Helen of Troy Ltd,HELE US Equity,HELE US,Sachem Head Capital Management LP,2: Return Capital/Buybacks; Sale of Company,46.28969,1.71E+09,3.7,Start: 2014-02-04. UTC: 2014-02-04T18:30:02.546Z,2014,2,4,Core Activist,63150486,5.466842,46.28969,38.70681,46.28969,26.64344,26.64344,19.9737,Letter to Company
CONMED Corp,CNMD US Equity,CNMD US,Coppersmith Capital Management LLC,Stake Only 13D: 1 Board Seat Granted,-4.34031,1.14E+09,5.9,Start: 2014-02-06. UTC: 2014-02-06T22:27:24.000Z,2014,2,6,Occasional Activist,67336393,3.363174,18.86961,-7.45283,-2.15913,-17.1959,0.59445,-18.827,
Aaron's Inc,9990408D US Equity,AAN US,Vintage Capital Management LLC,9: Acquire Company; Board Representation; Other (Equal Class Directors); Declassify Board; Oppose Other Transaction (Oppose Financial Engineering); Sale of Company; Management Changes; Board Control; Strategic Review,49.56845,2.06E+09,9.5,Start: 2014-02-07. UTC: 2014-02-07T14:18:35.000Z,2014,2,7,Secondary Focus,1.96E+08,4.695009,19.38982,42.86111,12.39024,-0.3563,1.11466,-5.09553,Letter to Company; Formal Notice for Proxy Fight
Carbonite Inc,CARB US Equity,CARB US,Discovery Group I LLC,2: Strategic Review; Sale of Company,56.10011,2.54E+08,5.9,Start: 2014-02-07. UTC: 2014-02-07T22:05:26.000Z,2014,2,7,Former Core,14963869,8.654849,55.37018,43.66603,53.20795,36.04461,37.89152,23.80122,Letter to Company
Joe's Jeans Inc,CTRCQ US Equity,JOEZ US,Mill Road Capital Management LLC,Stake Only 13D: No Public Activism,-90.4,85604000,5.1,Start: 2014-02-10. UTC: 2014-02-10T21:08:16.000Z,2014,2,10,Secondary Focus,4365804,5.6,-55.8,-90.9091,-88.2782,-108.32,-73.1292,-107.532,
